,index,longitude_x,latitude_x,Visibility (km),Year,Month,Day,latitude_y,longitude_y,Station Name,Mean Temp (C),data,Count,longitude,latitude,MonthDayYear
153,153,-114.01000000000006,51.11999999999998,48.958333333333314,2018,6,3,51.12,-114.01,CALGARY INTL A,14.6,Weather,7,-798.206991963038,357.2974650220154,06/03/2018
154,154,-114.01000000000006,51.11999999999998,47.95416666666665,2018,6,4,51.12,-114.01,CALGARY INTL A,13.8,Weather,20,-2280.4851771120357,1020.1406339388698,06/04/2018
155,155,-114.01000000000006,51.11999999999998,52.316666666666656,2018,6,5,51.12,-114.01,CALGARY INTL A,11.8,Weather,22,-2508.867791281286,1123.2595667728478,06/05/2018
156,156,-114.01000000000006,51.11999999999998,45.94166666666664,2018,6,6,51.12,-114.01,CALGARY INTL A,15.4,Weather,20,-2280.795929307349,1020.916222780311,06/06/2018
157,157,-114.01000000000006,51.11999999999998,21.787500000000005,2018,6,7,51.12,-114.01,CALGARY INTL A,17.6,Weather,25,-2851.546679894189,1276.046328380819,06/07/2018
158,158,-114.01000000000006,51.11999999999998,35.54166666666668,2018,6,8,51.12,-114.01,CALGARY INTL A,20.1,Weather,15,-1710.7807353798528,765.7687667062835,06/08/2018
159,159,-114.01000000000006,51.11999999999998,37.8875,2018,6,9,51.12,-114.01,CALGARY INTL A,19.6,Weather,18,-2053.160065813741,918.6255469495117,06/09/2018
160,160,-114.01000000000006,51.11999999999998,23.070833333333336,2018,6,10,51.12,-114.01,CALGARY INTL A,9.4,Weather,16,-1824.6825679692001,817.1080680783895,06/10/2018
161,161,-114.01000000000006,51.11999999999998,51.30833333333333,2018,6,11,51.12,-114.01,CALGARY INTL A,11.2,Weather,19,-2166.7673667289064,969.604967092308,06/11/2018
162,162,-114.01000000000006,51.11999999999998,49.970833333333324,2018,6,12,51.12,-114.01,CALGARY INTL A,14.6,Weather,24,-2737.0743243446536,1224.4512818753808,06/12/2018
163,163,-114.01000000000006,51.11999999999998,46.27499999999998,2018,6,13,51.12,-114.01,CALGARY INTL A,16.7,Weather,17,-1938.985397100325,867.7565155801407,06/13/2018
164,164,-114.01000000000006,51.11999999999998,33.19166666666666,2018,6,14,51.12,-114.01,CALGARY INTL A,11.3,Weather,12,-1368.7993073237549,612.459131126008,06/14/2018
165,165,-114.01000000000006,51.11999999999998,41.574999999999996,2018,6,15,51.12,-114.01,CALGARY INTL A,11.6,Weather,15,-1711.016477656754,765.4595584170514,06/15/2018
166,166,-114.01000000000006,51.11999999999998,22.908333333333342,2018,6,16,51.12,-114.01,CALGARY INTL A,12.9,Weather,16,-1825.1038637144873,816.8065751731149,06/16/2018
167,167,-114.01000000000006,51.11999999999998,51.64583333333332,2018,6,17,51.12,-114.01,CALGARY INTL A,13.6,Weather,18,-2053.267683748857,919.0520309307232,06/17/2018
168,168,-114.01000000000006,51.11999999999998,47.62083333333331,2018,6,18,51.12,-114.01,CALGARY INTL A,15.1,Weather,13,-1482.912374595972,663.858619392098,06/18/2018
169,169,-114.01000000000006,51.11999999999998,53.99583333333334,2018,6,19,51.12,-114.01,CALGARY INTL A,17.6,Weather,22,-2508.754309103985,1122.2163337809448,06/19/2018
170,170,-114.01000000000006,51.11999999999998,51.308333333333316,2018,6,20,51.12,-114.01,CALGARY INTL A,19.4,Weather,25,-2851.9419253974334,1275.8238707750509,06/20/2018
171,171,-114.01000000000006,51.11999999999998,38.22083333333334,2018,6,21,51.12,-114.01,CALGARY INTL A,19.0,Weather,19,-2167.2142766421052,969.9324816781873,06/21/2018
172,172,-114.01000000000006,51.11999999999998,26.216666666666672,2018,6,22,51.12,-114.01,CALGARY INTL A,17.8,Weather,29,-3307.7845809527585,1479.8749474192798,06/22/2018
173,173,-114.01000000000006,51.11999999999998,17.733333333333338,2018,6,23,51.12,-114.01,CALGARY INTL A,16.8,Weather,16,-1824.6894238942216,816.9157829809374,06/23/2018
174,174,-114.01000000000006,51.11999999999998,34.20000000000002,2018,6,24,51.12,-114.01,CALGARY INTL A,18.5,Weather,12,-1368.566016414588,612.5780671124248,06/24/2018
175,175,-114.01000000000006,51.11999999999998,45.94583333333332,2018,6,25,51.12,-114.01,CALGARY INTL A,20.0,Weather,9,-1026.5106958224721,459.0481898729374,06/25/2018
176,176,-114.01000000000006,51.11999999999998,51.65,2018,6,26,51.12,-114.01,CALGARY INTL A,15.3,Weather,20,-2280.546749794281,1020.2762126704547,06/26/2018
177,177,-114.01000000000006,51.11999999999998,50.97499999999999,2018,6,27,51.12,-114.01,CALGARY INTL A,15.0,Weather,19,-2166.817029309988,969.7005387247139,06/27/2018
178,178,-114.01000000000006,51.11999999999998,31.14347826086958,2018,6,28,51.12,-114.01,CALGARY INTL A,,Weather,18,-2053.084268721287,918.7551482936393,06/28/2018
179,179,-114.01000000000006,51.11999999999998,29.50833333333334,2018,6,29,51.12,-114.01,CALGARY INTL A,14.4,Weather,22,-2509.547574338113,1122.6839773539443,06/29/2018
180,180,-114.01000000000006,51.11999999999998,47.939130434782584,2018,6,30,51.12,-114.01,CALGARY INTL A,,Weather,20,-2281.208183893263,1021.040869374036,06/30/2018
181,181,-114.01000000000006,51.11999999999998,47.61666666666665,2018,7,1,51.12,-114.01,CALGARY INTL A,14.8,Weather,9,-1026.334717972926,459.32242351434905,07/01/2018
182,182,-114.01000000000006,51.11999999999998,24.66250000000001,2018,7,2,51.12,-114.01,CALGARY INTL A,11.5,Weather,6,-684.367743955042,306.31590179566825,07/02/2018
183,183,-114.01000000000006,51.11999999999998,23.7375,2018,7,3,51.12,-114.01,CALGARY INTL A,11.9,Weather,18,-2053.1117827402963,918.7416199487975,07/03/2018
184,184,-114.01000000000006,51.11999999999998,33.333333333333336,2018,7,4,51.12,-114.01,CALGARY INTL A,14.5,Weather,20,-2280.8968181880537,1020.8207884707512,07/04/2018
185,185,-114.01000000000006,51.11999999999998,36.87916666666667,2018,7,5,51.12,-114.01,CALGARY INTL A,17.4,Weather,18,-2052.768593823896,918.8345763229572,07/05/2018
186,186,-114.01000000000006,51.11999999999998,39.47142857142857,2018,7,6,51.12,-114.01,CALGARY INTL A,23.3,Weather,18,-2053.2583845616177,918.5806982697342,07/06/2018
187,187,-114.01000000000006,51.11999999999998,43.25416666666666,2018,7,7,51.12,-114.01,CALGARY INTL A,19.2,Weather,11,-1255.057685211053,561.5557496705469,07/07/2018
188,188,-114.01000000000006,51.11999999999998,48.6391304347826,2018,7,8,51.12,-114.01,CALGARY INTL A,16.5,Weather,7,-798.320251369141,357.04419423948957,07/08/2018
189,189,-114.01000000000006,51.11999999999998,53.32083333333333,2018,7,9,51.12,-114.01,CALGARY INTL A,19.5,Weather,21,-2395.568075011535,1072.41012032245,07/09/2018
190,190,-114.01000000000006,51.11999999999998,33.19166666666668,2018,7,10,51.12,-114.01,CALGARY INTL A,15.8,Weather,17,-1938.78716040805,867.5881892360571,07/10/2018
191,191,-114.01000000000006,51.11999999999998,46.94999999999999,2018,7,11,51.12,-114.01,CALGARY INTL A,19.7,Weather,17,-1938.967187648327,867.4171185379106,07/11/2018
192,192,-114.01000000000006,51.11999999999998,39.9,2018,7,12,51.12,-114.01,CALGARY INTL A,18.8,Weather,19,-2166.868880788727,969.8391554793714,07/12/2018
193,193,-114.01000000000006,51.11999999999998,37.55416666666667,2018,7,13,51.12,-114.01,CALGARY INTL A,21.4,Weather,22,-2509.1093251288253,1122.8887294483459,07/13/2018
194,194,-114.01000000000006,51.11999999999998,47.224999999999994,2018,7,14,51.12,-114.01,CALGARY INTL A,14.6,Weather,15,-1710.5794149729777,765.9980172824281,07/14/2018
195,195,-114.01000000000006,51.11999999999998,52.65,2018,7,15,51.12,-114.01,CALGARY INTL A,17.4,Weather,9,-1026.597820708021,459.4648328641088,07/15/2018
196,196,-114.01000000000006,51.11999999999998,52.31666666666666,2018,7,16,51.12,-114.01,CALGARY INTL A,21.1,Weather,23,-2623.1065484561,1174.063661401303,07/16/2018
197,197,-114.01000000000006,51.11999999999998,39.225,2018,7,17,51.12,-114.01,CALGARY INTL A,22.2,Weather,12,-1368.517308035459,612.6426450620107,07/17/2018
198,198,-114.01000000000006,51.11999999999998,37.369565217391305,2018,7,18,51.12,-114.01,CALGARY INTL A,20.2,Weather,18,-2052.990651204337,918.9842492704884,07/18/2018
199,199,-114.01000000000006,51.11999999999998,28.80833333333334,2018,7,19,51.12,-114.01,CALGARY INTL A,19.5,Weather,25,-2850.629627975221,1275.7324362812008,07/19/2018
200,200,-114.01000000000006,51.11999999999998,25.129166666666674,2018,7,20,51.12,-114.01,CALGARY INTL A,20.3,Weather,25,-2851.167077353051,1275.84051853747,07/20/2018
201,201,-114.01000000000006,51.11999999999998,37.55,2018,7,21,51.12,-114.01,CALGARY INTL A,16.8,Weather,13,-1482.8635632606163,663.5000862029569,07/21/2018
202,202,-114.01000000000006,51.11999999999998,41.24166666666666,2018,7,22,51.12,-114.01,CALGARY INTL A,16.7,Weather,8,-912.345520479591,408.7345940855902,07/22/2018
203,203,-114.01000000000006,51.11999999999998,37.887499999999996,2018,7,23,51.12,-114.01,CALGARY INTL A,15.9,Weather,17,-1938.7774907846758,867.5585647795904,07/23/2018
204,204,-114.01000000000006,51.11999999999998,13.891666666666671,2018,7,24,51.12,-114.01,CALGARY INTL A,13.6,Weather,28,-3192.9842833462394,1429.7758536254125,07/24/2018
205,205,-114.01000000000006,51.11999999999998,21.57083333333334,2018,7,25,51.12,-114.01,CALGARY INTL A,16.0,Weather,23,-2622.4866976576836,1173.968083693038,07/25/2018
206,206,-114.01000000000006,51.11999999999998,19.500000000000007,2018,7,26,51.12,-114.01,CALGARY INTL A,18.1,Weather,16,-1824.5052046909739,816.5384814495471,07/26/2018
207,207,-114.01000000000006,51.11999999999998,18.966666666666665,2018,7,27,51.12,-114.01,CALGARY INTL A,16.1,Weather,17,-1939.1158950529061,867.6285394747072,07/27/2018
208,208,-114.01000000000006,51.11999999999998,18.16666666666668,2018,7,28,51.12,-114.01,CALGARY INTL A,17.6,Weather,15,-1710.6268696797042,765.9194404989616,07/28/2018
209,209,-114.01000000000006,51.11999999999998,16.233333333333338,2018,7,29,51.12,-114.01,CALGARY INTL A,20.0,Weather,9,-1026.0962616983861,459.49734895874246,07/29/2018
210,210,-114.01000000000006,51.11999999999998,14.300000000000002,2018,7,30,51.12,-114.01,CALGARY INTL A,22.2,Weather,20,-2280.644473181695,1020.6869658530784,07/30/2018
211,211,-114.01000000000006,51.11999999999998,14.966666666666667,2018,7,31,51.12,-114.01,CALGARY INTL A,19.2,Weather,23,-2622.7671618690742,1173.2807422096482,07/31/2018
212,212,-114.01000000000006,51.11999999999998,12.766666666666666,2018,8,1,51.12,-114.01,CALGARY INTL A,21.9,Weather,18,-2053.669198448262,918.3805762205286,08/01/2018
213,213,-114.01000000000006,51.11999999999998,16.429166666666664,2018,8,2,51.12,-114.01,CALGARY INTL A,18.3,Weather,18,-2052.982678738062,918.5119165795661,08/02/2018
214,214,-114.01000000000006,51.11999999999998,17.033333333333342,2018,8,3,51.12,-114.01,CALGARY INTL A,18.5,Weather,19,-2166.887211244877,969.791932503006,08/03/2018
215,215,-114.01000000000006,51.11999999999998,18.908333333333335,2018,8,4,51.12,-114.01,CALGARY INTL A,15.4,Weather,8,-912.7884459702689,408.63308607649117,08/04/2018
216,216,-114.01000000000006,51.11999999999998,27.94583333333334,2018,8,5,51.12,-114.01,CALGARY INTL A,17.5,Weather,10,-1140.3453652991939,510.4024210212243,08/05/2018
217,217,-114.01000000000006,51.11999999999998,33.18750000000001,2018,8,6,51.12,-114.01,CALGARY INTL A,19.6,Weather,9,-1026.266896615968,459.6419155625724,08/06/2018
218,218,-114.01000000000006,51.11999999999998,14.966666666666674,2018,8,7,51.12,-114.01,CALGARY INTL A,21.7,Weather,8,-912.313079646737,408.32103964362517,08/07/2018
219,219,-114.01000000000006,51.11999999999998,6.708333333333332,2018,8,8,51.12,-114.01,CALGARY INTL A,20.8,Weather,16,-1825.353421674494,816.876923260142,08/08/2018
220,220,-114.01000000000006,51.11999999999998,7.937499999999997,2018,8,9,51.12,-114.01,CALGARY INTL A,23.5,Weather,14,-1596.836616324111,714.5561134257824,08/09/2018
221,221,-114.01000000000006,51.11999999999998,7.9291666666666645,2018,8,10,51.12,-114.01,CALGARY INTL A,26.2,Weather,21,-2394.669610103037,1072.0230308344703,08/10/2018
222,222,-114.01000000000006,51.11999999999998,6.8,2018,8,11,51.12,-114.01,CALGARY INTL A,20.1,Weather,18,-2053.1584425362717,918.8068491306587,08/11/2018
223,223,-114.01000000000006,51.11999999999998,13.162500000000001,2018,8,12,51.12,-114.01,CALGARY INTL A,13.9,Weather,9,-1026.2644794975408,459.307553876391,08/12/2018
224,224,-114.01000000000006,51.11999999999998,21.57916666666667,2018,8,13,51.12,-114.01,CALGARY INTL A,14.6,Weather,18,-2052.391743119383,919.0084968376498,08/13/2018
225,225,-114.01000000000006,51.11999999999998,9.991666666666665,2018,8,14,51.12,-114.01,CALGARY INTL A,18.7,Weather,23,-2623.1123456395444,1173.3406085933827,08/14/2018
226,226,-114.01000000000006,51.11999999999998,2.316666666666667,2018,8,15,51.12,-114.01,CALGARY INTL A,19.6,Weather,14,-1596.7639161682591,714.5007607292907,08/15/2018
227,227,-114.01000000000006,51.11999999999998,3.6333333333333346,2018,8,16,51.12,-114.01,CALGARY INTL A,19.3,Weather,14,-1597.1462081804473,714.926298320906,08/16/2018
228,228,-114.01000000000006,51.11999999999998,6.541666666666668,2018,8,17,51.12,-114.01,CALGARY INTL A,20.0,Weather,18,-2052.839103301827,918.4315912864855,08/17/2018
229,229,-114.01000000000006,51.11999999999998,4.720833333333335,2018,8,18,51.12,-114.01,CALGARY INTL A,13.5,Weather,9,-1026.124573507705,459.4246766031531,08/18/2018
230,230,-114.01000000000006,51.11999999999998,6.683333333333334,2018,8,19,51.12,-114.01,CALGARY INTL A,11.7,Weather,6,-684.1762114672899,306.3788035580044,08/19/2018
231,231,-114.01000000000006,51.11999999999998,8.329166666666671,2018,8,20,51.12,-114.01,CALGARY INTL A,15.0,Weather,12,-1368.818286465062,612.3027572189656,08/20/2018
232,232,-114.01000000000006,51.11999999999998,11.166666666666666,2018,8,21,51.12,-114.01,CALGARY INTL A,16.0,Weather,27,-3079.2279033246014,1377.6335572942003,08/21/2018
233,233,-114.01000000000006,51.11999999999998,8.575000000000001,2018,8,22,51.12,-114.01,CALGARY INTL A,20.6,Weather,22,-2508.969151310593,1122.9292608317237,08/22/2018
234,234,-114.01000000000006,51.11999999999998,4.4,2018,8,23,51.12,-114.01,CALGARY INTL A,19.4,Weather,14,-1596.438638120015,714.7051339668367,08/23/2018
235,235,-114.01000000000006,51.11999999999998,5.7416666666666645,2018,8,24,51.12,-114.01,CALGARY INTL A,12.4,Weather,22,-2509.240454874175,1122.8813464702441,08/24/2018
236,236,-114.01000000000006,51.11999999999998,7.395833333333335,2018,8,25,51.12,-114.01,CALGARY INTL A,12.8,Weather,9,-1026.423555165896,459.2111672228204,08/25/2018
237,237,-114.01000000000006,51.11999999999998,7.179166666666666,2018,8,26,51.12,-114.01,CALGARY INTL A,14.0,Weather,14,-1597.1191699245887,714.9564687867057,08/26/2018
238,238,-114.01000000000006,51.11999999999998,19.500000000000007,2018,8,27,51.12,-114.01,CALGARY INTL A,9.3,Weather,18,-2052.8582106139293,918.6747763658656,08/27/2018
239,239,-114.01000000000006,51.11999999999998,34.33749999999999,2018,8,28,51.12,-114.01,CALGARY INTL A,12.0,Weather,16,-1824.6485883085047,816.2113655602375,08/28/2018
240,240,-114.01000000000006,51.11999999999998,15.033333333333339,2018,8,29,51.12,-114.01,CALGARY INTL A,15.7,Weather,19,-2166.600401900221,969.80579854096,08/29/2018
241,241,-114.01000000000006,51.11999999999998,22.725000000000005,2018,8,30,51.12,-114.01,CALGARY INTL A,14.3,Weather,23,-2623.907503932814,1173.8204852611811,08/30/2018
242,242,-114.01000000000006,51.11999999999998,25.78750000000001,2018,8,31,51.12,-114.01,CALGARY INTL A,13.2,Weather,27,-3079.4256424748905,1378.0860377449999,08/31/2018
243,243,-114.01000000000006,51.11999999999998,21.50000000000001,2018,9,1,51.12,-114.01,CALGARY INTL A,11.7,Weather,18,-2053.36860402136,918.5655520185834,09/01/2018
244,244,-114.01000000000006,51.11999999999998,21.43333333333334,2018,9,2,51.12,-114.01,CALGARY INTL A,12.6,Weather,10,-1140.619100060066,510.4422851058042,09/02/2018
245,245,-114.01000000000006,51.11999999999998,23.045833333333338,2018,9,3,51.12,-114.01,CALGARY INTL A,11.2,Weather,8,-912.619634281574,408.6350074177821,09/03/2018
246,246,-114.01000000000006,51.11999999999998,21.43333333333334,2018,9,4,51.12,-114.01,CALGARY INTL A,9.8,Weather,16,-1824.7057835240912,816.8431090342259,09/04/2018
247,247,-114.01000000000006,51.11999999999998,21.37083333333334,2018,9,5,51.12,-114.01,CALGARY INTL A,12.0,Weather,26,-2965.2510637083674,1326.4893022810352,09/05/2018
248,248,-114.01000000000006,51.11999999999998,29.495833333333334,2018,9,6,51.12,-114.01,CALGARY INTL A,14.5,Weather,25,-2851.1368842154525,1275.7192374166225,09/06/2018
249,249,-114.01000000000006,51.11999999999998,20.57083333333334,2018,9,7,51.12,-114.01,CALGARY INTL A,17.7,Weather,28,-3193.3022418493174,1428.9997627045627,09/07/2018
250,250,-114.01000000000006,51.11999999999998,27.487499999999997,2018,9,8,51.12,-114.01,CALGARY INTL A,16.3,Weather,13,-1482.8818230987429,663.7160056408356,09/08/2018
251,251,-114.01000000000006,51.11999999999998,22.104166666666675,2018,9,9,51.12,-114.01,CALGARY INTL A,13.0,Weather,7,-798.358882832587,357.2517638948646,09/09/2018
252,252,-114.01000000000006,51.11999999999998,25.11666666666667,2018,9,10,51.12,-114.01,CALGARY INTL A,11.6,Weather,24,-2736.969103960184,1224.6937336265364,09/10/2018
253,253,-114.01000000000006,51.11999999999998,37.883333333333326,2018,9,11,51.12,-114.01,CALGARY INTL A,10.8,Weather,33,-3764.401374077968,1684.1214591826224,09/11/2018
254,254,-114.01000000000006,51.11999999999998,23.650000000000006,2018,9,12,51.12,-114.01,CALGARY INTL A,4.2,Weather,15,-1711.323748182359,766.3226088894495,09/12/2018
255,255,-114.01000000000006,51.11999999999998,21.500000000000004,2018,9,13,51.12,-114.01,CALGARY INTL A,0.3,Weather,11,-1254.3585915991596,561.3249461067028,09/13/2018
256,256,-114.01000000000006,51.11999999999998,11.245833333333335,2018,9,14,51.12,-114.01,CALGARY INTL A,1.1,Weather,13,-1482.4468798449657,663.5398731814327,09/14/2018
257,257,-114.01000000000006,51.11999999999998,6.75,2018,9,15,51.12,-114.01,CALGARY INTL A,3.5,Weather,8,-912.536961991525,408.4650972464738,09/15/2018
258,258,-114.01000000000006,51.11999999999998,7.879166666666667,2018,9,16,51.12,-114.01,CALGARY INTL A,2.6,Weather,15,-1710.615515876791,766.3680038286458,09/16/2018
259,259,-114.01000000000006,51.11999999999998,13.475000000000001,2018,9,17,51.12,-114.01,CALGARY INTL A,6.9,Weather,17,-1938.7471777902012,867.8431825140424,09/17/2018
260,260,-114.01000000000006,51.11999999999998,7.629166666666667,2018,9,18,51.12,-114.01,CALGARY INTL A,4.8,Weather,19,-2166.498908650619,969.3799210992233,09/18/2018
261,261,-114.01000000000006,51.11999999999998,12.612500000000002,2018,9,19,51.12,-114.01,CALGARY INTL A,7.4,Weather,12,-1368.8052221487837,612.4670494218328,09/19/2018
262,262,-114.01000000000006,51.11999999999998,9.595833333333333,2018,9,20,51.12,-114.01,CALGARY INTL A,5.1,Weather,24,-2736.6615197310293,1224.3885658139784,09/20/2018
263,263,-114.01000000000006,51.11999999999998,4.537499999999999,2018,9,21,51.12,-114.01,CALGARY INTL A,2.8,Weather,24,-2737.0138286531283,1224.7913384988435,09/21/2018
264,264,-114.01000000000006,51.11999999999998,4.7625,2018,9,22,51.12,-114.01,CALGARY INTL A,-0.2,Weather,17,-1939.4337673957393,868.0460114381523,09/22/2018
265,265,-114.01000000000006,51.11999999999998,7.175,2018,9,23,51.12,-114.01,CALGARY INTL A,3.3,Weather,16,-1824.8183482401,816.3764741226637,09/23/2018
266,266,-114.01000000000006,51.11999999999998,33.74999999999999,2018,9,24,51.12,-114.01,CALGARY INTL A,8.8,Weather,15,-1710.581005075786,765.5113642825901,09/24/2018
267,267,-114.01000000000006,51.11999999999998,43.59166666666666,2018,9,25,51.12,-114.01,CALGARY INTL A,10.5,Weather,22,-2508.9947971129104,1122.5147460002204,09/25/2018
268,268,-114.01000000000006,51.11999999999998,42.98333333333332,2018,9,26,51.12,-114.01,CALGARY INTL A,10.3,Weather,13,-1482.6036324201611,663.4132075697731,09/26/2018
269,269,-114.01000000000006,51.11999999999998,14.950000000000003,2018,9,27,51.12,-114.01,CALGARY INTL A,3.3,Weather,19,-2166.801392229512,969.9997059673971,09/27/2018
270,270,-114.01000000000006,51.11999999999998,24.24583333333334,2018,9,28,51.12,-114.01,CALGARY INTL A,3.6,Weather,23,-2622.981797219943,1174.2741646770676,09/28/2018
271,271,-114.01000000000006,51.11999999999998,21.912500000000005,2018,9,29,51.12,-114.01,CALGARY INTL A,0.7,Weather,24,-2738.0191081184566,1225.016949271168,09/29/2018
272,272,-114.01000000000006,51.11999999999998,17.420833333333338,2018,9,30,51.12,-114.01,CALGARY INTL A,-1.6,Weather,14,-1596.653356676404,714.5126788709032,09/30/2018
273,273,-114.01000000000006,51.11999999999998,5.075000000000002,2018,10,1,51.12,-114.01,CALGARY INTL A,-0.8,Weather,17,-1938.9121434654946,867.408334256348,10/01/2018
274,274,-114.01000000000006,51.11999999999998,2.6666666666666665,2018,10,2,51.12,-114.01,CALGARY INTL A,-3.0,Weather,43,-4903.112787689049,2194.3196013641937,10/02/2018
275,275,-114.01000000000006,51.11999999999998,34.04166666666667,2018,10,3,51.12,-114.01,CALGARY INTL A,-4.7,Weather,44,-5018.093953044508,2244.5918525776183,10/03/2018
276,276,-114.01000000000006,51.11999999999998,22.979166666666668,2018,10,4,51.12,-114.01,CALGARY INTL A,-1.2,Weather,31,-3536.56585725563,1582.4850779204219,10/04/2018
277,277,-114.01000000000006,51.11999999999998,33.52083333333334,2018,10,5,51.12,-114.01,CALGARY INTL A,0.1,Weather,32,-3648.7877124763595,1633.1834751615359,10/05/2018
278,278,-114.01000000000006,51.11999999999998,36.5375,2018,10,6,51.12,-114.01,CALGARY INTL A,2.5,Weather,16,-1825.3718193171148,816.8738030290763,10/06/2018
279,279,-114.01000000000006,51.11999999999998,38.88333333333333,2018,10,7,51.12,-114.01,CALGARY INTL A,3.0,Weather,1,-114.160535277846,51.0726403374347,10/07/2018
280,280,-114.01000000000006,51.11999999999998,10.425,2018,10,8,51.12,-114.01,CALGARY INTL A,-0.8,Weather,5,-570.242989410659,255.29106855784187,10/08/2018
281,281,-114.01000000000006,51.11999999999998,7.241666666666666,2018,10,9,51.12,-114.01,CALGARY INTL A,-3.7,Weather,29,-3306.7970190364354,1480.1785293552314,10/09/2018
282,282,-114.01000000000006,51.11999999999998,8.491666666666665,2018,10,10,51.12,-114.01,CALGARY INTL A,-2.1,Weather,13,-1482.688447862401,663.7947884914937,10/10/2018
283,283,-114.01000000000006,51.11999999999998,20.512500000000006,2018,10,11,51.12,-114.01,CALGARY INTL A,1.4,Weather,15,-1711.4990450702192,765.6214201199821,10/11/2018
284,284,-114.01000000000006,51.11999999999998,35.39999999999999,2018,10,12,51.12,-114.01,CALGARY INTL A,6.9,Weather,30,-3420.952844497256,1530.9763363608647,10/12/2018
285,285,-114.01000000000006,51.11999999999998,18.35416666666667,2018,10,13,51.12,-114.01,CALGARY INTL A,-1.0,Weather,13,-1482.4777176329587,663.4562042053084,10/13/2018
286,286,-114.01000000000006,51.11999999999998,44.24999999999999,2018,10,14,51.12,-114.01,CALGARY INTL A,3.4,Weather,7,-798.070341567553,357.2719287166618,10/14/2018
287,287,-114.01000000000006,51.11999999999998,44.587499999999984,2018,10,15,51.12,-114.01,CALGARY INTL A,10.1,Weather,24,-2736.773729548251,1224.575468224432,10/15/2018
288,288,-114.01000000000006,51.11999999999998,44.587499999999984,2018,10,16,51.12,-114.01,CALGARY INTL A,10.5,Weather,21,-2395.4964400721606,1071.72935865536,10/16/2018
289,289,-114.01000000000006,51.11999999999998,44.587499999999984,2018,10,17,51.12,-114.01,CALGARY INTL A,11.7,Weather,35,-3991.4250738987,1786.0241340723373,10/17/2018
290,290,-114.01000000000006,51.11999999999998,34.18750000000001,2018,10,18,51.12,-114.01,CALGARY INTL A,10.4,Weather,16,-1824.56499724981,816.8083651036806,10/18/2018
291,291,-114.01000000000006,51.11999999999998,31.50000000000001,2018,10,19,51.12,-114.01,CALGARY INTL A,6.2,Weather,25,-2851.166428788266,1276.554982573885,10/19/2018
292,292,-114.01000000000006,51.11999999999998,36.5375,2018,10,20,51.12,-114.01,CALGARY INTL A,10.6,Weather,21,-2395.3648756867597,1072.1209605851368,10/20/2018
293,293,-114.01000000000006,51.11999999999998,35.19583333333334,2018,10,21,51.12,-114.01,CALGARY INTL A,4.7,Weather,9,-1026.3795735897152,459.2211473879079,10/21/2018
294,294,-114.01000000000006,51.11999999999998,36.52916666666667,2018,10,22,51.12,-114.01,CALGARY INTL A,5.0,Weather,21,-2395.3631877218545,1072.6073297848432,10/22/2018
295,295,-114.01000000000006,51.11999999999998,38.87916666666667,2018,10,23,51.12,-114.01,CALGARY INTL A,7.8,Weather,25,-2851.6627505679753,1276.2000950824547,10/23/2018
296,296,-114.01000000000006,51.11999999999998,41.566666666666656,2018,10,24,51.12,-114.01,CALGARY INTL A,8.9,Weather,21,-2394.923168539727,1072.1057563428428,10/24/2018
297,297,-114.01000000000006,51.11999999999998,44.24999999999999,2018,10,25,51.12,-114.01,CALGARY INTL A,7.3,Weather,18,-2052.437052398321,918.6741302985133,10/25/2018
298,298,-114.01000000000006,51.11999999999998,37.87500000000001,2018,10,26,51.12,-114.01,CALGARY INTL A,7.7,Weather,36,-4105.403287998311,1837.1387829155324,10/26/2018
299,299,-114.01000000000006,51.11999999999998,40.926086956521736,2018,10,27,51.12,-114.01,CALGARY INTL A,,Weather,15,-1711.03101654117,663.5397922580147,10/27/2018
300,300,-114.01000000000006,51.11999999999998,38.545833333333334,2018,10,28,51.12,-114.01,CALGARY INTL A,6.4,Weather,4,-456.341535223297,204.1241331501997,10/28/2018
301,301,-114.01000000000006,51.11999999999998,44.587499999999984,2018,10,29,51.12,-114.01,CALGARY INTL A,4.7,Weather,25,-2850.6973153620193,1275.5186959273178,10/29/2018
302,302,-114.01000000000006,51.11999999999998,44.24999999999999,2018,10,30,51.12,-114.01,CALGARY INTL A,5.1,Weather,24,-2737.5535183758866,1224.7806601860257,10/30/2018
303,303,-114.01000000000006,51.11999999999998,40.55833333333333,2018,10,31,51.12,-114.01,CALGARY INTL A,5.7,Weather,19,-2166.9643162004118,969.6563696996174,10/31/2018
304,304,-114.01000000000006,51.11999999999998,36.39999999999999,2018,11,1,51.12,-114.01,CALGARY INTL A,4.1,Weather,13,-1482.5837745317333,663.4181634742833,11/01/2018
305,305,-114.01000000000006,51.11999999999998,13.175000000000004,2018,11,2,51.12,-114.01,CALGARY INTL A,1.0,Weather,16,-1824.228135413543,816.9592183086331,11/02/2018
306,306,-114.01000000000006,51.11999999999998,40.891666666666666,2018,11,3,51.12,-114.01,CALGARY INTL A,4.6,Weather,7,-798.433911273012,357.207174889756,11/03/2018
307,307,-114.01000000000006,51.11999999999998,33.595833333333324,2018,11,4,51.12,-114.01,CALGARY INTL A,5.2,Weather,5,-570.504329384751,255.3951129633311,11/04/2018
